age,item_purchased,category,purchase_amount_usd,location,size,color,season,review_rating,shipping_type,previous_purchases,payment_method,frequency_of_purchases,subscription_status_Yes,discount_applied_Yes,Male
54,Jewelry,Accessories,27,Hawaii,L,Purple,Winter,4.2,Express,32,Bank Transfer,Bi-Weekly,1,1,1
19,Sweater,Clothing,83,Arizona,XL,Yellow,Fall,4.5,Next Day Air,27,Bank Transfer,Every 3 Months,1,1,1
20,Gloves,Accessories,39,South Dakota,S,Silver,Summer,3.7,Next Day Air,24,Credit Card,Weekly,1,1,1
43,Sunglasses,Accessories,89,New Jersey,M,Cyan,Winter,3.7,Free Shipping,31,Debit Card,Quarterly,1,1,1
38,Coat,Outerwear,68,North Dakota,L,Green,Winter,3.4,Next Day Air,39,PayPal,Fortnightly,1,1,1
50,Dress,Clothing,90,Iowa,M,Beige,Summer,3.0,Store Pickup,36,Debit Card,Fortnightly,1,1,1
64,Skirt,Clothing,34,Ohio,M,Peach,Fall,4.2,Free Shipping,5,Cash,Annually,1,1,1
49,Pants,Clothing,51,Vermont,L,Yellow,Summer,2.9,Express,47,Credit Card,Bi-Weekly,1,1,1
47,Sweater,Clothing,45,Montana,XL,Turquoise,Winter,3.5,Free Shipping,29,Bank Transfer,Fortnightly,1,1,1
36,Hoodie,Clothing,88,Delaware,M,Peach,Winter,4.1,Free Shipping,43,Venmo,Bi-Weekly,1,1,1
55,Coat,Outerwear,85,New York,L,Gray,Summer,4.3,Store Pickup,40,Debit Card,Every 3 Months,1,1,1
25,Jewelry,Accessories,100,Kentucky,M,Olive,Winter,2.8,2-Day Shipping,4,Debit Card,Monthly,1,1,1
53,Belt,Accessories,42,Oregon,S,Indigo,Spring,4.9,2-Day Shipping,39,PayPal,Weekly,1,1,1
49,Sandals,Footwear,53,Rhode Island,L,Charcoal,Summer,3.3,Next Day Air,45,Venmo,Fortnightly,1,1,1
35,Sunglasses,Accessories,86,Nevada,XL,Beige,Spring,3.2,Express,20,Venmo,Bi-Weekly,1,1,1
29,Sweater,Clothing,66,Montana,XL,Brown,Spring,4.4,Standard,14,Debit Card,Weekly,1,1,1
47,Belt,Accessories,100,Pennsylvania,M,Blue,Winter,4.8,Express,33,PayPal,Weekly,1,1,1
53,Handbag,Accessories,47,Alaska,S,Teal,Fall,4.2,Standard,18,Credit Card,Annually,1,1,1
33,Skirt,Clothing,25,Mississippi,L,Black,Fall,4.0,Express,9,Bank Transfer,Weekly,1,1,1
21,Handbag,Accessories,51,Wyoming,XL,Gold,Winter,2.5,Standard,34,PayPal,Annually,1,1,1
32,Shorts,Clothing,41,Delaware,M,Violet,Summer,3.9,Free Shipping,33,Venmo,Fortnightly,1,1,1
52,Boots,Footwear,73,Oklahoma,L,Cyan,Winter,4.9,2-Day Shipping,15,Bank Transfer,Bi-Weekly,1,1,1
67,Sunglasses,Accessories,42,Indiana,M,White,Winter,3.5,Store Pickup,4,PayPal,Bi-Weekly,1,1,1
43,Scarf,Accessories,20,Maryland,M,Charcoal,Spring,4.2,Free Shipping,25,Debit Card,Annually,1,1,1
58,Jewelry,Accessories,30,South Dakota,XL,Violet,Spring,4.7,Express,20,Credit Card,Every 3 Months,1,1,1
20,Handbag,Accessories,53,West Virginia,M,Red,Summer,4.5,Express,5,Credit Card,Quarterly,1,1,1
61,Gloves,Accessories,74,Alabama,S,Lavender,Spring,2.8,Express,16,Cash,Quarterly,1,1,1
32,Jeans,Clothing,57,Louisiana,M,Gold,Fall,2.9,Standard,13,Debit Card,Annually,1,1,1
38,Hat,Accessories,57,Montana,S,Red,Winter,3.2,2-Day Shipping,11,Credit Card,Every 3 Months,1,1,1
21,Jeans,Clothing,77,California,L,Magenta,Winter,4.9,Standard,21,Credit Card,Annually,1,1,1
37,Pants,Clothing,40,Hawaii,M,Teal,Summer,3.7,Next Day Air,6,Debit Card,Annually,1,1,1
27,Shorts,Clothing,46,Iowa,M,Purple,Summer,4.3,Store Pickup,29,Venmo,Monthly,1,1,1
36,Pants,Clothing,78,Colorado,S,Charcoal,Fall,3.9,Store Pickup,15,Cash,Annually,1,1,1
32,Backpack,Accessories,59,Michigan,M,Gray,Spring,3.2,2-Day Shipping,17,Bank Transfer,Bi-Weekly,1,1,1
51,Jewelry,Accessories,75,Louisiana,L,White,Summer,3.1,Express,32,Credit Card,Weekly,1,1,1
64,Sweater,Clothing,54,Maryland,M,Olive,Spring,3.9,2-Day Shipping,42,Venmo,Annually,1,1,1
68,Shoes,Footwear,42,Georgia,M,Charcoal,Spring,2.6,Store Pickup,21,Cash,Monthly,1,1,1
68,Blouse,Clothing,44,Georgia,M,Charcoal,Winter,3.3,Next Day Air,9,Cash,Bi-Weekly,1,1,1
33,Jeans,Clothing,52,North Dakota,XL,Orange,Fall,4.6,Free Shipping,16,Bank Transfer,Annually,1,1,1
65,Sunglasses,Accessories,69,Maryland,XL,Yellow,Summer,4.6,Express,42,Credit Card,Fortnightly,1,1,1
48,Jewelry,Accessories,26,Oregon,M,Beige,Summer,4.4,2-Day Shipping,37,Debit Card,Bi-Weekly,1,1,1
69,Coat,Outerwear,33,North Dakota,S,Silver,Spring,4.2,Express,32,Debit Card,Quarterly,1,1,1
59,Jewelry,Accessories,32,Maryland,M,Indigo,Spring,3.0,Express,28,Cash,Bi-Weekly,1,1,1
48,Backpack,Accessories,85,Virginia,XL,Lavender,Winter,4.0,Express,13,Credit Card,Weekly,1,1,1
25,Skirt,Clothing,30,South Dakota,XL,Turquoise,Fall,3.5,Express,11,Bank Transfer,Fortnightly,1,1,1
29,Shirt,Clothing,29,Georgia,M,Green,Winter,3.0,Store Pickup,36,Bank Transfer,Bi-Weekly,1,1,1
57,Sweater,Clothing,95,Hawaii,M,Orange,Spring,3.7,Express,23,Debit Card,Annually,1,1,1
23,Sneakers,Footwear,69,Arkansas,L,Turquoise,Summer,4.0,Standard,37,Bank Transfer,Monthly,1,1,1
45,Sandals,Footwear,69,Montana,S,Cyan,Fall,4.2,2-Day Shipping,21,Cash,Bi-Weekly,1,1,1
38,Belt,Accessories,61,Oklahoma,XL,Charcoal,Spring,2.5,Standard,22,Debit Card,Bi-Weekly,1,1,1
21,Skirt,Clothing,94,Minnesota,M,Teal,Summer,3.0,2-Day Shipping,9,Cash,Monthly,1,1,1
32,Sweater,Clothing,30,Montana,S,Maroon,Fall,3.2,Next Day Air,16,Venmo,Annually,1,1,1
63,Skirt,Clothing,45,Ohio,M,Red,Summer,3.5,Standard,4,PayPal,Quarterly,1,1,1
29,Handbag,Accessories,39,Kentucky,XL,Yellow,Summer,4.8,Express,3,Debit Card,Bi-Weekly,1,1,1
27,Jewelry,Accessories,51,Nebraska,L,Gray,Summer,2.6,Store Pickup,6,Debit Card,Annually,1,1,1
56,Scarf,Accessories,37,Delaware,L,Blue,Spring,3.4,2-Day Shipping,18,Venmo,Fortnightly,1,1,1
30,T-shirt,Clothing,62,North Carolina,M,Lavender,Winter,3.7,2-Day Shipping,34,Venmo,Bi-Weekly,1,1,1
49,Coat,Outerwear,85,New York,M,Yellow,Fall,4.5,2-Day Shipping,26,Credit Card,Monthly,1,1,1
58,T-shirt,Clothing,33,Colorado,M,Indigo,Winter,3.7,Standard,50,PayPal,Weekly,1,1,1
57,Dress,Clothing,26,Delaware,XL,Violet,Fall,3.3,Next Day Air,40,Bank Transfer,Monthly,1,1,1
60,Shoes,Footwear,99,Utah,M,Green,Spring,4.7,Free Shipping,24,Cash,Quarterly,1,1,1
69,Handbag,Accessories,39,Connecticut,M,White,Spring,2.7,Express,33,PayPal,Annually,1,1,1
70,Skirt,Clothing,20,New Jersey,M,Gold,Spring,4.6,Store Pickup,19,Credit Card,Every 3 Months,1,1,1
53,Sunglasses,Accessories,42,West Virginia,M,Indigo,Winter,2.7,Store Pickup,24,Credit Card,Quarterly,1,1,1
25,Sandals,Footwear,74,Indiana,S,Lavender,Spring,4.8,2-Day Shipping,19,Credit Card,Weekly,1,1,1
48,Shoes,Footwear,26,Delaware,XL,Purple,Summer,4.4,Standard,4,Credit Card,Bi-Weekly,1,1,1
69,T-shirt,Clothing,53,Maryland,M,Lavender,Winter,4.0,Standard,11,Venmo,Every 3 Months,1,1,1
25,Sneakers,Footwear,80,Pennsylvania,M,Maroon,Summer,3.2,Next Day Air,28,PayPal,Fortnightly,1,1,1
29,Hat,Accessories,98,Iowa,M,Teal,Spring,4.4,Store Pickup,24,PayPal,Weekly,1,1,1
46,Skirt,Clothing,95,Pennsylvania,M,Green,Spring,3.8,Standard,25,Credit Card,Every 3 Months,1,1,1
37,Sweater,Clothing,44,Delaware,L,Olive,Summer,3.6,Express,27,Bank Transfer,Every 3 Months,1,1,1
20,Sandals,Footwear,60,Oregon,M,Turquoise,Summer,3.3,Next Day Air,49,Venmo,Weekly,1,1,1
40,Dress,Clothing,84,Oregon,M,Green,Winter,3.4,Next Day Air,45,Credit Card,Bi-Weekly,1,1,1
60,Sweater,Clothing,59,Utah,M,Teal,Fall,3.5,2-Day Shipping,26,PayPal,Annually,1,1,1
26,Jacket,Outerwear,49,North Dakota,S,White,Summer,3.6,Express,4,Cash,Annually,1,1,1
29,Gloves,Accessories,32,Florida,M,Orange,Winter,3.2,Free Shipping,3,Credit Card,Every 3 Months,1,1,1
66,Handbag,Accessories,29,Maryland,M,Beige,Fall,3.7,Standard,45,Venmo,Bi-Weekly,1,1,1
66,Dress,Clothing,22,Minnesota,M,Yellow,Spring,4.5,Standard,21,Cash,Fortnightly,1,1,1
56,Pants,Clothing,85,Montana,M,Charcoal,Winter,4.6,Standard,50,Cash,Fortnightly,1,1,1
69,Jeans,Clothing,52,Rhode Island,L,Silver,Winter,4.1,Store Pickup,19,Bank Transfer,Monthly,1,1,1
38,Pants,Clothing,89,Massachusetts,L,Green,Spring,3.4,Next Day Air,6,PayPal,Annually,1,1,1
42,Dress,Clothing,77,Vermont,M,Pink,Spring,3.7,Express,50,Credit Card,Every 3 Months,1,1,1
30,Pants,Clothing,24,New Jersey,M,Purple,Summer,3.3,Store Pickup,17,Debit Card,Every 3 Months,1,1,1
66,Jewelry,Accessories,24,Wisconsin,XL,Orange,Spring,4.5,Express,24,Debit Card,Annually,1,1,1
36,Handbag,Accessories,22,California,M,Charcoal,Fall,3.3,Free Shipping,46,Venmo,Monthly,1,1,1
58,Sweater,Clothing,82,West Virginia,L,Teal,Fall,4.3,Standard,42,Cash,Every 3 Months,1,1,1
45,Backpack,Accessories,67,South Dakota,M,Beige,Winter,2.5,Standard,10,Cash,Annually,1,1,1
47,Shorts,Clothing,74,Maine,XL,White,Spring,2.6,Standard,1,Cash,Every 3 Months,1,1,1
66,Jewelry,Accessories,72,Kansas,L,White,Summer,4.9,Standard,28,Debit Card,Quarterly,1,1,1
41,Sneakers,Footwear,36,Vermont,L,Orange,Summer,4.7,Free Shipping,48,Debit Card,Quarterly,1,1,1
41,Belt,Accessories,95,Tennessee,S,Cyan,Winter,3.0,Standard,47,Credit Card,Monthly,1,1,1
66,Hoodie,Clothing,78,Tennessee,M,Orange,Winter,3.5,Next Day Air,29,PayPal,Bi-Weekly,1,1,1
37,Shirt,Clothing,82,Wyoming,M,Olive,Summer,4.8,Standard,37,Venmo,Quarterly,1,1,1
70,Pants,Clothing,70,Vermont,M,Charcoal,Winter,4.3,Free Shipping,38,Debit Card,Annually,1,1,1
62,Scarf,Accessories,41,New Jersey,M,White,Fall,3.2,Store Pickup,48,Bank Transfer,Weekly,1,1,1
61,Coat,Outerwear,42,Iowa,M,Teal,Summer,3.1,Free Shipping,36,PayPal,Weekly,1,1,1
48,Coat,Outerwear,50,Florida,M,Yellow,Fall,2.8,Free Shipping,9,Credit Card,Weekly,1,1,1
70,Socks,Clothing,31,Nevada,S,White,Summer,2.9,2-Day Shipping,34,Bank Transfer,Monthly,1,1,1
46,Sweater,Clothing,51,North Dakota,M,Beige,Winter,3.7,Express,43,Venmo,Bi-Weekly,1,1,1
31,Shirt,Clothing,98,Florida,L,Beige,Fall,3.3,Store Pickup,46,PayPal,Quarterly,1,1,1
19,Shirt,Clothing,86,New York,M,Maroon,Winter,2.8,2-Day Shipping,5,Credit Card,Monthly,1,1,1
39,Sweater,Clothing,64,Alaska,M,Teal,Winter,4.5,Standard,15,Bank Transfer,Bi-Weekly,1,1,1
41,Blouse,Clothing,46,Kansas,M,Lavender,Fall,2.6,Next Day Air,30,Credit Card,Annually,1,1,1
20,Sweater,Clothing,85,Oregon,L,Maroon,Spring,3.7,Standard,44,Venmo,Every 3 Months,1,1,1
36,Hat,Accessories,81,Rhode Island,S,Orange,Fall,4.4,Express,16,PayPal,Annually,1,1,1
32,Sweater,Clothing,59,New Mexico,M,Cyan,Winter,4.3,2-Day Shipping,16,Bank Transfer,Annually,1,1,1
69,Hoodie,Clothing,79,Massachusetts,M,Silver,Winter,3.5,Express,16,Cash,Weekly,1,1,1
40,Shorts,Clothing,33,Pennsylvania,M,Teal,Spring,3.8,2-Day Shipping,21,Credit Card,Every 3 Months,1,1,1
40,Shorts,Clothing,47,New Jersey,L,Blue,Summer,3.5,Express,39,Venmo,Every 3 Months,1,1,1
20,Hat,Accessories,20,Utah,S,Blue,Summer,4.6,Store Pickup,40,Debit Card,Bi-Weekly,1,1,1
64,Coat,Outerwear,36,Kentucky,M,Olive,Spring,2.6,Next Day Air,48,Credit Card,Every 3 Months,1,1,1
27,Sandals,Footwear,39,Nebraska,M,Purple,Summer,4.4,Next Day Air,26,Venmo,Monthly,1,1,1
24,Skirt,Clothing,71,Virginia,M,Charcoal,Winter,4.0,Standard,46,Debit Card,Monthly,1,1,1
48,Shoes,Footwear,59,Wyoming,S,Olive,Winter,4.4,Next Day Air,27,Bank Transfer,Annually,1,1,1
49,Jeans,Clothing,50,New Mexico,L,Violet,Spring,4.7,Next Day Air,5,Cash,Weekly,1,1,1
36,Sandals,Footwear,41,Oregon,L,Red,Fall,3.9,Store Pickup,43,PayPal,Fortnightly,1,1,1
56,Blouse,Clothing,59,South Carolina,M,Beige,Fall,2.7,Free Shipping,17,PayPal,Fortnightly,1,1,1
37,Hat,Accessories,87,Arizona,M,Green,Winter,3.7,2-Day Shipping,3,Bank Transfer,Bi-Weekly,1,1,1
42,Sweater,Clothing,68,Kentucky,M,Violet,Spring,2.6,2-Day Shipping,47,Bank Transfer,Fortnightly,1,1,1
28,Skirt,Clothing,90,New York,M,Teal,Winter,3.9,Standard,24,Debit Card,Bi-Weekly,1,1,1
27,Jeans,Clothing,71,Texas,XL,Yellow,Fall,4.9,Next Day Air,12,Cash,Every 3 Months,1,1,1
63,Sneakers,Footwear,64,Missouri,L,Yellow,Fall,4.1,Store Pickup,35,Debit Card,Monthly,1,1,1
58,Jewelry,Accessories,76,Pennsylvania,S,Olive,Fall,3.0,Free Shipping,42,Venmo,Weekly,1,1,1
37,Jewelry,Accessories,42,Oregon,XL,Magenta,Fall,4.1,2-Day Shipping,1,PayPal,Every 3 Months,1,1,1
56,Pants,Clothing,80,Nevada,L,Black,Spring,3.8,Standard,27,Cash,Weekly,1,1,1
18,Belt,Accessories,56,Arkansas,M,Olive,Spring,4.0,Standard,16,Credit Card,Bi-Weekly,1,1,1
48,Hat,Accessories,25,Minnesota,XL,Magenta,Summer,3.6,Express,36,Credit Card,Every 3 Months,1,1,1
31,Sneakers,Footwear,74,Georgia,M,Olive,Winter,3.0,Store Pickup,30,Credit Card,Every 3 Months,1,1,1
51,Pants,Clothing,30,Rhode Island,M,Teal,Summer,3.0,Standard,18,Debit Card,Fortnightly,1,1,1
65,T-shirt,Clothing,96,Nevada,M,White,Spring,2.6,Free Shipping,45,Cash,Annually,1,1,1
53,Sneakers,Footwear,64,Texas,M,Charcoal,Fall,3.4,Free Shipping,1,Venmo,Fortnightly,1,1,1
55,Shorts,Clothing,88,Florida,L,Yellow,Winter,3.1,Free Shipping,42,Bank Transfer,Fortnightly,1,1,1
62,Shoes,Footwear,88,North Dakota,L,Charcoal,Summer,3.0,Free Shipping,7,Venmo,Every 3 Months,1,1,1
55,Gloves,Accessories,88,West Virginia,XL,Gray,Summer,3.7,Standard,50,PayPal,Quarterly,1,1,1
64,Socks,Clothing,36,Nebraska,M,Turquoise,Spring,3.5,Store Pickup,37,Venmo,Fortnightly,1,1,1
52,Dress,Clothing,40,Tennessee,XL,Cyan,Spring,2.8,Store Pickup,18,Bank Transfer,Monthly,1,1,1
24,Handbag,Accessories,39,Oklahoma,M,Charcoal,Spring,4.5,Standard,29,Cash,Monthly,1,1,1
38,Belt,Accessories,40,Wisconsin,M,Silver,Summer,3.3,Store Pickup,45,PayPal,Quarterly,1,1,1
59,Scarf,Accessories,34,Oregon,M,Olive,Winter,3.4,Express,13,PayPal,Weekly,1,1,1
27,Sneakers,Footwear,83,North Carolina,S,Pink,Winter,3.2,2-Day Shipping,47,PayPal,Monthly,1,1,1
24,Sweater,Clothing,85,Pennsylvania,L,Orange,Summer,3.7,Standard,7,Debit Card,Weekly,1,1,1
23,Coat,Outerwear,27,North Dakota,L,White,Summer,4.6,Express,11,Venmo,Bi-Weekly,1,1,1
69,Jewelry,Accessories,78,Ohio,S,Purple,Spring,5.0,Store Pickup,39,Bank Transfer,Monthly,1,1,1
59,Sunglasses,Accessories,32,Oklahoma,M,Olive,Summer,4.4,Standard,6,Debit Card,Quarterly,1,1,1
51,Shoes,Footwear,51,South Carolina,S,Gray,Fall,4.9,Express,2,Venmo,Bi-Weekly,1,1,1
63,Scarf,Accessories,32,Maine,M,Silver,Spring,4.1,Standard,39,Credit Card,Every 3 Months,1,1,1
54,Dress,Clothing,62,Nevada,L,Orange,Winter,4.9,Next Day Air,23,Credit Card,Monthly,1,1,1
32,T-shirt,Clothing,29,Montana,S,Magenta,Fall,4.7,2-Day Shipping,46,Debit Card,Bi-Weekly,1,1,1
39,Backpack,Accessories,69,New Hampshire,XL,Beige,Fall,3.0,Store Pickup,19,Bank Transfer,Weekly,1,1,1
66,Jewelry,Accessories,25,Maine,L,Lavender,Winter,3.4,Store Pickup,3,Credit Card,Every 3 Months,1,1,1
28,Jeans,Clothing,76,California,M,Peach,Winter,3.2,Store Pickup,47,PayPal,Quarterly,1,1,1
50,Sunglasses,Accessories,77,West Virginia,S,Magenta,Fall,2.9,Standard,6,PayPal,Quarterly,1,1,1
70,Sweater,Clothing,33,California,M,Beige,Fall,4.5,2-Day Shipping,6,Venmo,Annually,1,1,1
67,Shorts,Clothing,93,West Virginia,S,Yellow,Fall,2.7,Next Day Air,12,Credit Card,Bi-Weekly,1,1,1
64,Jewelry,Accessories,39,Louisiana,L,Brown,Spring,3.4,Express,40,PayPal,Quarterly,1,1,1
45,Coat,Outerwear,93,Georgia,L,Silver,Summer,4.6,Store Pickup,38,PayPal,Fortnightly,1,1,1
22,Handbag,Accessories,82,Washington,M,Orange,Summer,2.7,Store Pickup,10,PayPal,Quarterly,1,1,1
27,Boots,Footwear,42,Virginia,L,Purple,Spring,4.2,Standard,28,Bank Transfer,Monthly,1,1,1
25,Gloves,Accessories,71,Indiana,M,Indigo,Winter,3.2,2-Day Shipping,19,PayPal,Annually,1,1,1
37,Sweater,Clothing,86,Minnesota,L,Gray,Spring,4.8,Standard,25,Cash,Fortnightly,1,1,1
26,T-shirt,Clothing,82,Idaho,XL,Black,Spring,3.3,Next Day Air,38,Credit Card,Annually,1,1,1
33,Shoes,Footwear,65,Vermont,L,Maroon,Fall,4.2,Standard,6,PayPal,Fortnightly,1,1,1
43,Scarf,Accessories,29,North Dakota,M,Beige,Spring,4.8,Store Pickup,7,Debit Card,Bi-Weekly,1,1,1
37,Sneakers,Footwear,65,Rhode Island,L,Brown,Winter,4.9,Store Pickup,2,PayPal,Annually,1,1,1
46,Dress,Clothing,88,South Carolina,S,Black,Fall,3.9,Standard,24,Bank Transfer,Annually,1,1,1
22,Belt,Accessories,46,Mississippi,M,Indigo,Fall,3.0,Free Shipping,26,Cash,Annually,1,1,1
20,Boots,Footwear,67,Montana,S,Silver,Winter,4.6,Free Shipping,25,Debit Card,Every 3 Months,1,1,1
60,Scarf,Accessories,35,Idaho,L,Blue,Fall,3.5,2-Day Shipping,10,Debit Card,Monthly,1,1,1
39,Boots,Footwear,66,Utah,M,Green,Winter,4.8,Free Shipping,14,PayPal,Fortnightly,1,1,1
43,T-shirt,Clothing,91,Oklahoma,L,Orange,Fall,4.8,Standard,21,Cash,Quarterly,1,1,1
31,Backpack,Accessories,78,California,L,Cyan,Fall,3.0,Express,26,PayPal,Monthly,1,1,1
19,Sneakers,Footwear,45,Nevada,M,Orange,Winter,4.5,Next Day Air,12,Bank Transfer,Annually,1,1,1
35,T-shirt,Clothing,93,Delaware,M,Indigo,Spring,4.8,Store Pickup,11,Credit Card,Monthly,1,1,1
41,Jeans,Clothing,74,South Carolina,S,Silver,Summer,3.8,Standard,15,Cash,Annually,1,1,1
52,Gloves,Accessories,55,Maryland,M,Peach,Spring,4.6,Express,13,Cash,Monthly,1,1,1
45,Hoodie,Clothing,76,North Carolina,XL,Teal,Spring,3.1,Next Day Air,5,Credit Card,Bi-Weekly,1,1,1
34,Sneakers,Footwear,66,Alabama,L,White,Spring,3.4,Express,36,Cash,Fortnightly,1,1,1
35,Shorts,Clothing,51,Minnesota,M,Brown,Winter,3.3,2-Day Shipping,32,Bank Transfer,Monthly,1,1,1
29,Sweater,Clothing,26,Virginia,L,Lavender,Spring,4.8,2-Day Shipping,1,Credit Card,Quarterly,1,1,1
59,Jeans,Clothing,29,Michigan,M,Indigo,Summer,2.8,Express,15,PayPal,Annually,1,1,1
24,Jacket,Outerwear,74,Maine,M,Yellow,Summer,3.1,Store Pickup,3,Bank Transfer,Weekly,1,1,1
70,Jewelry,Accessories,99,Nevada,S,White,Summer,4.6,Free Shipping,48,Cash,Monthly,1,1,1
29,Backpack,Accessories,88,Wyoming,L,Violet,Winter,2.6,Store Pickup,30,Debit Card,Weekly,1,1,1
67,Coat,Outerwear,31,Connecticut,M,Lavender,Winter,2.6,Express,40,Bank Transfer,Monthly,1,1,1
36,Belt,Accessories,55,Oregon,L,Olive,Spring,3.8,Free Shipping,24,Bank Transfer,Fortnightly,1,1,1
23,Sandals,Footwear,81,Mississippi,L,Beige,Fall,4.5,Free Shipping,48,Debit Card,Quarterly,1,1,1
18,Sweater,Clothing,73,Illinois,L,Purple,Spring,3.0,Standard,27,Venmo,Bi-Weekly,1,1,1
53,Shorts,Clothing,91,Utah,S,Teal,Winter,3.5,Free Shipping,14,Credit Card,Every 3 Months,1,1,1
32,Socks,Clothing,54,North Carolina,S,Peach,Spring,3.8,Free Shipping,18,Debit Card,Bi-Weekly,1,1,1
38,Shirt,Clothing,40,Kentucky,M,Violet,Winter,3.5,Standard,48,Cash,Bi-Weekly,1,1,1
47,Pants,Clothing,59,Minnesota,M,Purple,Fall,3.1,Store Pickup,32,Debit Card,Annually,1,1,1
46,Scarf,Accessories,26,New York,L,Teal,Spring,3.0,Store Pickup,21,Credit Card,Bi-Weekly,1,1,1
66,Sweater,Clothing,23,Illinois,M,Gold,Winter,4.3,Standard,42,PayPal,Fortnightly,1,1,1
40,Jeans,Clothing,87,North Dakota,S,Teal,Winter,3.3,Store Pickup,4,Credit Card,Quarterly,1,1,1
43,Pants,Clothing,71,Louisiana,M,Violet,Winter,4.7,Express,19,Credit Card,Quarterly,1,1,1
58,Backpack,Accessories,91,Illinois,L,Black,Winter,4.5,Store Pickup,6,Credit Card,Quarterly,1,1,1
21,Coat,Outerwear,64,Wyoming,XL,Gold,Winter,2.9,Free Shipping,2,Debit Card,Fortnightly,1,1,1
42,Sandals,Footwear,94,Washington,M,Gold,Winter,4.1,2-Day Shipping,21,Cash,Fortnightly,1,1,1
24,Shirt,Clothing,40,Texas,M,Brown,Summer,3.5,Store Pickup,40,Debit Card,Annually,1,1,1
43,Hat,Accessories,76,New Hampshire,L,Cyan,Winter,3.4,Store Pickup,33,Cash,Fortnightly,1,1,1
47,Shirt,Clothing,86,Indiana,S,Indigo,Fall,3.3,Free Shipping,26,Venmo,Weekly,1,1,1
49,Skirt,Clothing,92,Alabama,M,Orange,Fall,3.2,Store Pickup,23,Credit Card,Fortnightly,1,1,1
50,Shoes,Footwear,52,Oklahoma,L,Pink,Spring,4.0,Store Pickup,39,PayPal,Every 3 Months,1,1,1
51,Coat,Outerwear,28,Montana,XL,Olive,Winter,3.6,Next Day Air,42,Bank Transfer,Monthly,1,1,1
40,Pants,Clothing,46,Tennessee,L,Cyan,Summer,4.6,Free Shipping,41,Bank Transfer,Weekly,1,1,1
45,Jewelry,Accessories,50,New Mexico,M,Peach,Summer,2.6,Next Day Air,41,PayPal,Annually,1,1,1
52,Belt,Accessories,23,Iowa,M,Turquoise,Winter,4.3,Express,12,Credit Card,Fortnightly,1,1,1
62,Jacket,Outerwear,50,Idaho,M,Turquoise,Summer,3.4,Free Shipping,31,Cash,Monthly,1,1,1
20,Shirt,Clothing,89,Oklahoma,XL,Maroon,Winter,3.5,Store Pickup,34,Debit Card,Fortnightly,1,1,1
43,Hoodie,Clothing,81,Florida,M,Maroon,Winter,4.2,Standard,32,Credit Card,Annually,1,1,1
29,Sunglasses,Accessories,69,Michigan,M,Olive,Fall,3.5,Store Pickup,31,Credit Card,Quarterly,1,1,1
22,Sunglasses,Accessories,67,Hawaii,M,Magenta,Summer,3.6,Free Shipping,24,PayPal,Annually,1,1,1
48,Dress,Clothing,20,California,M,Red,Summer,4.3,Store Pickup,31,Debit Card,Annually,1,1,1
42,Boots,Footwear,29,Iowa,M,Olive,Fall,4.9,Standard,18,Venmo,Annually,1,1,1
19,Shirt,Clothing,74,West Virginia,M,Silver,Summer,4.1,Store Pickup,15,Venmo,Monthly,1,1,1
60,Shorts,Clothing,82,Washington,S,Turquoise,Spring,3.6,Standard,7,Bank Transfer,Every 3 Months,1,1,1
32,Gloves,Accessories,23,Missouri,M,Yellow,Summer,3.4,Next Day Air,35,Bank Transfer,Fortnightly,1,1,1
26,Jewelry,Accessories,45,New York,L,Peach,Summer,2.9,2-Day Shipping,35,Bank Transfer,Monthly,1,1,1
25,Boots,Footwear,21,Connecticut,L,Beige,Summer,2.7,Store Pickup,19,Credit Card,Monthly,1,1,1
66,Jewelry,Accessories,31,Virginia,M,Pink,Summer,4.3,Express,26,Credit Card,Fortnightly,1,1,1
45,Pants,Clothing,45,Missouri,M,Violet,Summer,3.3,Express,39,PayPal,Fortnightly,1,1,1
54,Jewelry,Accessories,56,Nebraska,XL,Peach,Winter,2.8,Next Day Air,22,Credit Card,Weekly,1,1,1
37,Jacket,Outerwear,97,New Jersey,S,Gold,Summer,3.2,Next Day Air,14,Cash,Bi-Weekly,1,1,1
54,Blouse,Clothing,100,Utah,XL,Gold,Fall,3.6,Store Pickup,50,Debit Card,Fortnightly,1,1,1
50,Blouse,Clothing,96,North Carolina,S,Indigo,Fall,4.0,2-Day Shipping,33,Credit Card,Quarterly,1,1,1
25,Gloves,Accessories,99,Rhode Island,M,Blue,Spring,4.9,Next Day Air,48,Debit Card,Every 3 Months,1,1,1
47,Shorts,Clothing,91,Arkansas,L,Black,Winter,4.0,2-Day Shipping,48,PayPal,Monthly,1,1,1
63,Hat,Accessories,30,Maryland,L,Black,Winter,3.8,Standard,27,PayPal,Fortnightly,1,1,1
64,Shoes,Footwear,65,South Carolina,L,Teal,Summer,3.7,Store Pickup,27,Bank Transfer,Weekly,1,1,1
18,Boots,Footwear,93,Ohio,M,Yellow,Winter,3.9,Express,20,Venmo,Weekly,1,1,1
59,Jacket,Outerwear,81,Illinois,M,White,Fall,3.3,Express,48,Venmo,Every 3 Months,1,1,1
37,Jewelry,Accessories,81,Georgia,S,Orange,Summer,2.7,Standard,29,Venmo,Weekly,1,1,1
23,Sunglasses,Accessories,52,Alabama,M,Silver,Winter,4.7,Next Day Air,45,PayPal,Monthly,1,1,1
